orderID,orderDate,order_year,order_month,order_quarter,requiredDate,shippedDate,ship_delay_days,freight,productID,productName,quantityPerUnit,categoryID,categoryName,category_description,discontinued,unitPrice,quantity,discount,line_total,customerID,customer_company,customer_contact,customer_title,customer_city,customer_country,employeeID,employee_name,employee_title,employee_city,employee_country,reports_to,shipperID,shipper_name
10739,2014-11-12,2014,11,4,2014-12-10,2014-11-17,5.0,11.08,52,Filo Mix,16 - 2 kg boxes,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,7.0,18,0.0,126.0,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10740,2014-11-13,2014,11,4,2014-12-11,2014-11-25,12.0,81.88,28,Rössle Sauerkraut,25 - 825 g cans,7,Produce,Dried fruit and bean curd,1,45.6,5,0.2,182.4,WHITC,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10740,2014-11-13,2014,11,4,2014-12-11,2014-11-25,12.0,81.88,35,Steeleye Stout,24 - 12 oz bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,18.0,35,0.2,504.0,WHITC,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10740,2014-11-13,2014,11,4,2014-12-11,2014-11-25,12.0,81.88,45,Rogede sild,1k pkg.,8,Seafood,Seaweed and fish,0,9.5,40,0.2,304.0,WHITC,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10740,2014-11-13,2014,11,4,2014-12-11,2014-11-25,12.0,81.88,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,38.0,14,0.2,425.6,WHITC,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10741,2014-11-14,2014,11,4,2014-11-28,2014-11-18,4.0,10.96,2,Chang,24 - 12 oz bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,19.0,15,0.2,228.0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10742,2014-11-14,2014,11,4,2014-12-12,2014-11-18,4.0,243.73,3,Aniseed Syrup,12 - 550 ml bottles,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,10.0,20,0.0,200.0,BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10742,2014-11-14,2014,11,4,2014-12-12,2014-11-18,4.0,243.73,60,Camembert Pierrot,15 - 300 g rounds,4,Dairy Products,Cheeses,0,34.0,50,0.0,1700.0,BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10742,2014-11-14,2014,11,4,2014-12-12,2014-11-18,4.0,243.73,72,Mozzarella di Giovanni,24 - 200 g pkgs.,4,Dairy Products,Cheeses,0,34.8,35,0.0,1218.0,BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10743,2014-11-17,2014,11,4,2014-12-15,2014-11-21,4.0,23.72,46,Spegesild,4 - 450 g glasses,8,Seafood,Seaweed and fish,0,12.0,28,0.05,319.2,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8.0,2,United Package
10744,2014-11-17,2014,11,4,2014-12-15,2014-11-24,7.0,69.19,40,Boston Crab Meat,24 - 4 oz tins,8,Seafood,Seaweed and fish,0,18.4,50,0.2,736.0,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10745,2014-11-18,2014,11,4,2014-12-16,2014-11-27,9.0,3.52,18,Carnarvon Tigers,16 kg pkg.,8,Seafood,Seaweed and fish,0,62.5,24,0.0,1500.0,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,9,Anne Dodsworth,Sales Representative,London,UK,5.0,1,Speedy Express
10745,2014-11-18,2014,11,4,2014-12-16,2014-11-27,9.0,3.52,44,Gula Malacca,20 - 2 kg bags,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,19.45,16,0.0,311.2,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,9,Anne Dodsworth,Sales Representative,London,UK,5.0,1,Speedy Express
10745,2014-11-18,2014,11,4,2014-12-16,2014-11-27,9.0,3.52,59,Raclette Courdavault,5 kg pkg.,4,Dairy Products,Cheeses,0,55.0,45,0.0,2475.0,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,9,Anne Dodsworth,Sales Representative,London,UK,5.0,1,Speedy Express
10745,2014-11-18,2014,11,4,2014-12-16,2014-11-27,9.0,3.52,72,Mozzarella di Giovanni,24 - 200 g pkgs.,4,Dairy Products,Cheeses,0,34.8,7,0.0,243.59999999999997,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,9,Anne Dodsworth,Sales Representative,London,UK,5.0,1,Speedy Express
10746,2014-11-19,2014,11,4,2014-12-17,2014-11-21,2.0,31.43,13,Konbu,2 kg box,8,Seafood,Seaweed and fish,0,6.0,6,0.0,36.0,CHOPS,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,1,Nancy Davolio,Sales Representative,New York,USA,8.0,3,Federal Shipping
10746,2014-11-19,2014,11,4,2014-12-17,2014-11-21,2.0,31.43,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",1,14.0,28,0.0,392.0,CHOPS,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,1,Nancy Davolio,Sales Representative,New York,USA,8.0,3,Federal Shipping
10746,2014-11-19,2014,11,4,2014-12-17,2014-11-21,2.0,31.43,62,Tarte au sucre,48 pies,3,Confections,"Desserts, candies, and sweet breads",0,49.3,9,0.0,443.7,CHOPS,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,1,Nancy Davolio,Sales Representative,New York,USA,8.0,3,Federal Shipping
10746,2014-11-19,2014,11,4,2014-12-17,2014-11-21,2.0,31.43,69,Gudbrandsdalsost,10 kg pkg.,4,Dairy Products,Cheeses,0,36.0,40,0.0,1440.0,CHOPS,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,1,Nancy Davolio,Sales Representative,New York,USA,8.0,3,Federal Shipping
10747,2014-11-19,2014,11,4,2014-12-17,2014-11-26,7.0,117.33,31,Gorgonzola Telino,12 - 100 g pkgs,4,Dairy Products,Cheeses,0,12.5,8,0.0,100.0,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10747,2014-11-19,2014,11,4,2014-12-17,2014-11-26,7.0,117.33,41,Jack's New England Clam Chowder,12 - 12 oz cans,8,Seafood,Seaweed and fish,0,9.65,35,0.0,337.75,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10747,2014-11-19,2014,11,4,2014-12-17,2014-11-26,7.0,117.33,63,Vegie-spread,15 - 625 g jars,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,43.9,9,0.0,395.09999999999997,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10747,2014-11-19,2014,11,4,2014-12-17,2014-11-26,7.0,117.33,69,Gudbrandsdalsost,10 kg pkg.,4,Dairy Products,Cheeses,0,36.0,30,0.0,1080.0,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10748,2014-11-20,2014,11,4,2014-12-18,2014-11-28,8.0,232.55,23,Tunnbröd,12 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,9.0,44,0.0,396.0,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10748,2014-11-20,2014,11,4,2014-12-18,2014-11-28,8.0,232.55,40,Boston Crab Meat,24 - 4 oz tins,8,Seafood,Seaweed and fish,0,18.4,40,0.0,736.0,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10748,2014-11-20,2014,11,4,2014-12-18,2014-11-28,8.0,232.55,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,38.0,28,0.0,1064.0,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10749,2014-11-20,2014,11,4,2014-12-18,2014-12-19,29.0,61.53,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,38.0,15,0.0,570.0,ISLAT,Island Trading,Helen Bennett,Marketing Manager,Cowes,UK,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10749,2014-11-20,2014,11,4,2014-12-18,2014-12-19,29.0,61.53,59,Raclette Courdavault,5 kg pkg.,4,Dairy Products,Cheeses,0,55.0,6,0.0,330.0,ISLAT,Island Trading,Helen Bennett,Marketing Manager,Cowes,UK,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10749,2014-11-20,2014,11,4,2014-12-18,2014-12-19,29.0,61.53,76,Lakkaliköri,500 ml,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,18.0,10,0.0,180.0,ISLAT,Island Trading,Helen Bennett,Marketing Manager,Cowes,UK,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10750,2014-11-21,2014,11,4,2014-12-19,2014-11-24,3.0,79.3,14,Tofu,40 - 100 g pkgs.,7,Produce,Dried fruit and bean curd,0,23.25,5,0.15,98.8125,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,9,Anne Dodsworth,Sales Representative,London,UK,5.0,1,Speedy Express
10750,2014-11-21,2014,11,4,2014-12-19,2014-11-24,3.0,79.3,45,Rogede sild,1k pkg.,8,Seafood,Seaweed and fish,0,9.5,40,0.15,323.0,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,9,Anne Dodsworth,Sales Representative,London,UK,5.0,1,Speedy Express
10750,2014-11-21,2014,11,4,2014-12-19,2014-11-24,3.0,79.3,59,Raclette Courdavault,5 kg pkg.,4,Dairy Products,Cheeses,0,55.0,25,0.15,1168.75,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,9,Anne Dodsworth,Sales Representative,London,UK,5.0,1,Speedy Express
10751,2014-11-24,2014,11,4,2014-12-22,2014-12-03,9.0,130.79,26,Gumbär Gummibärchen,100 - 250 g bags,3,Confections,"Desserts, candies, and sweet breads",0,31.23,12,0.1,337.284,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10751,2014-11-24,2014,11,4,2014-12-22,2014-12-03,9.0,130.79,30,Nord-Ost Matjeshering,10 - 200 g glasses,8,Seafood,Seaweed and fish,0,25.89,30,0.0,776.7,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10751,2014-11-24,2014,11,4,2014-12-22,2014-12-03,9.0,130.79,50,Valkoinen suklaa,12 - 100 g bars,3,Confections,"Desserts, candies, and sweet breads",0,16.25,20,0.1,292.5,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10751,2014-11-24,2014,11,4,2014-12-22,2014-12-03,9.0,130.79,73,Röd Kaviar,24 - 150 g jars,8,Seafood,Seaweed and fish,0,15.0,15,0.0,225.0,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10752,2014-11-24,2014,11,4,2014-12-22,2014-11-28,4.0,1.39,1,Chai,10 boxes x 20 bags,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,18.0,8,0.0,144.0,NORTS,North/South,Simon Crowther,Sales Associate,London,UK,2,Andrew Fuller,Vice President Sales,New York,USA,,3,Federal Shipping
10752,2014-11-24,2014,11,4,2014-12-22,2014-11-28,4.0,1.39,69,Gudbrandsdalsost,10 kg pkg.,4,Dairy Products,Cheeses,0,36.0,3,0.0,108.0,NORTS,North/South,Simon Crowther,Sales Associate,London,UK,2,Andrew Fuller,Vice President Sales,New York,USA,,3,Federal Shipping
10753,2014-11-25,2014,11,4,2014-12-23,2014-11-27,2.0,7.7,45,Rogede sild,1k pkg.,8,Seafood,Seaweed and fish,0,9.5,4,0.0,38.0,FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,Torino,Italy,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10753,2014-11-25,2014,11,4,2014-12-23,2014-11-27,2.0,7.7,74,Longlife Tofu,5 kg pkg.,7,Produce,Dried fruit and bean curd,0,10.0,5,0.0,50.0,FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,Torino,Italy,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10754,2014-11-25,2014,11,4,2014-12-23,2014-11-27,2.0,2.38,40,Boston Crab Meat,24 - 4 oz tins,8,Seafood,Seaweed and fish,0,18.4,3,0.0,55.199999999999996,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,6,Michael Suyama,Sales Representative,London,UK,5.0,3,Federal Shipping
10755,2014-11-26,2014,11,4,2014-12-24,2014-11-28,2.0,16.71,47,Zaanse koeken,10 - 4 oz boxes,3,Confections,"Desserts, candies, and sweet breads",0,9.5,30,0.25,213.75,BONAP,Bon app',Laurence Lebihan,Owner,Marseille,France,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10755,2014-11-26,2014,11,4,2014-12-24,2014-11-28,2.0,16.71,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,38.0,30,0.25,855.0,BONAP,Bon app',Laurence Lebihan,Owner,Marseille,France,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10755,2014-11-26,2014,11,4,2014-12-24,2014-11-28,2.0,16.71,57,Ravioli Angelo,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,19.5,14,0.25,204.75,BONAP,Bon app',Laurence Lebihan,Owner,Marseille,France,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10755,2014-11-26,2014,11,4,2014-12-24,2014-11-28,2.0,16.71,69,Gudbrandsdalsost,10 kg pkg.,4,Dairy Products,Cheeses,0,36.0,25,0.25,675.0,BONAP,Bon app',Laurence Lebihan,Owner,Marseille,France,4,Margaret Peacock,Sales Representative,New York,USA,8.0,2,United Package
10756,2014-11-27,2014,11,4,2014-12-25,2014-12-02,5.0,73.21,18,Carnarvon Tigers,16 kg pkg.,8,Seafood,Seaweed and fish,0,62.5,21,0.2,1050.0,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,8,Laura Callahan,Sales Manager,New York,USA,2.0,2,United Package
10756,2014-11-27,2014,11,4,2014-12-25,2014-12-02,5.0,73.21,36,Inlagd Sill,24 - 250 g  jars,8,Seafood,Seaweed and fish,0,19.0,20,0.2,304.0,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,8,Laura Callahan,Sales Manager,New York,USA,2.0,2,United Package
10756,2014-11-27,2014,11,4,2014-12-25,2014-12-02,5.0,73.21,68,Scottish Longbreads,10 boxes x 8 pieces,3,Confections,"Desserts, candies, and sweet breads",0,12.5,6,0.2,60.0,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,8,Laura Callahan,Sales Manager,New York,USA,2.0,2,United Package
10756,2014-11-27,2014,11,4,2014-12-25,2014-12-02,5.0,73.21,69,Gudbrandsdalsost,10 kg pkg.,4,Dairy Products,Cheeses,0,36.0,20,0.2,576.0,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,8,Laura Callahan,Sales Manager,New York,USA,2.0,2,United Package
10757,2014-11-27,2014,11,4,2014-12-25,2014-12-15,18.0,8.19,34,Sasquatch Ale,24 - 12 oz bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,14.0,30,0.0,420.0,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10757,2014-11-27,2014,11,4,2014-12-25,2014-12-15,18.0,8.19,59,Raclette Courdavault,5 kg pkg.,4,Dairy Products,Cheeses,0,55.0,7,0.0,385.0,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10757,2014-11-27,2014,11,4,2014-12-25,2014-12-15,18.0,8.19,62,Tarte au sucre,48 pies,3,Confections,"Desserts, candies, and sweet breads",0,49.3,30,0.0,1479.0,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10757,2014-11-27,2014,11,4,2014-12-25,2014-12-15,18.0,8.19,64,Wimmers gute Semmelknödel,20 bags x 4 pieces,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,33.25,24,0.0,798.0,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,6,Michael Suyama,Sales Representative,London,UK,5.0,1,Speedy Express
10758,2014-11-28,2014,11,4,2014-12-26,2014-12-04,6.0,138.17,26,Gumbär Gummibärchen,100 - 250 g bags,3,Confections,"Desserts, candies, and sweet breads",0,31.23,20,0.0,624.6,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10758,2014-11-28,2014,11,4,2014-12-26,2014-12-04,6.0,138.17,52,Filo Mix,16 - 2 kg boxes,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,7.0,60,0.0,420.0,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10758,2014-11-28,2014,11,4,2014-12-26,2014-12-04,6.0,138.17,70,Outback Lager,24 - 355 ml bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,15.0,40,0.0,600.0,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10759,2014-11-28,2014,11,4,2014-12-26,2014-12-12,14.0,11.99,32,Mascarpone Fabioli,24 - 200 g pkgs.,4,Dairy Products,Cheeses,0,32.0,10,0.0,320.0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10760,2014-12-01,2014,12,4,2014-12-29,2014-12-10,9.0,155.64,25,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,3,Confections,"Desserts, candies, and sweet breads",0,14.0,12,0.25,126.0,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,Bruxelles,Belgium,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10760,2014-12-01,2014,12,4,2014-12-29,2014-12-10,9.0,155.64,27,Schoggi Schokolade,100 - 100 g pieces,3,Confections,"Desserts, candies, and sweet breads",0,43.9,40,0.0,1756.0,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,Bruxelles,Belgium,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10760,2014-12-01,2014,12,4,2014-12-29,2014-12-10,9.0,155.64,43,Ipoh Coffee,16 - 500 g tins,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,46.0,30,0.25,1035.0,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,Bruxelles,Belgium,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10761,2014-12-02,2014,12,4,2014-12-30,2014-12-08,6.0,18.66,25,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,3,Confections,"Desserts, candies, and sweet breads",0,14.0,35,0.25,367.5,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,5,Steven Buchanan,Sales Manager,London,UK,2.0,2,United Package
10761,2014-12-02,2014,12,4,2014-12-30,2014-12-08,6.0,18.66,75,Rhönbräu Klosterbier,24 - 0.5 l bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,7.75,18,0.0,139.5,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,5,Steven Buchanan,Sales Manager,London,UK,2.0,2,United Package
10762,2014-12-02,2014,12,4,2014-12-30,2014-12-09,7.0,328.74,39,Chartreuse verte,750 cc per bottle,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,18.0,16,0.0,288.0,FOLKO,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10762,2014-12-02,2014,12,4,2014-12-30,2014-12-09,7.0,328.74,47,Zaanse koeken,10 - 4 oz boxes,3,Confections,"Desserts, candies, and sweet breads",0,9.5,30,0.0,285.0,FOLKO,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10762,2014-12-02,2014,12,4,2014-12-30,2014-12-09,7.0,328.74,51,Manjimup Dried Apples,50 - 300 g pkgs.,7,Produce,Dried fruit and bean curd,0,53.0,28,0.0,1484.0,FOLKO,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10762,2014-12-02,2014,12,4,2014-12-30,2014-12-09,7.0,328.74,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,38.0,60,0.0,2280.0,FOLKO,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8.0,1,Speedy Express
10763,2014-12-03,2014,12,4,2014-12-31,2014-12-08,5.0,37.35,21,Sir Rodney's Scones,24 pkgs. x 4 pieces,3,Confections,"Desserts, candies, and sweet breads",0,10.0,40,0.0,400.0,FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10763,2014-12-03,2014,12,4,2014-12-31,2014-12-08,5.0,37.35,22,Gustaf's Knackebröd,24 - 500 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,21.0,6,0.0,126.0,FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10763,2014-12-03,2014,12,4,2014-12-31,2014-12-08,5.0,37.35,24,Guarana Fantastica,12 - 355 ml cans,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,4.5,20,0.0,90.0,FOLIG,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10764,2014-12-03,2014,12,4,2014-12-31,2014-12-08,5.0,145.45,3,Aniseed Syrup,12 - 550 ml bottles,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,10.0,20,0.1,180.0,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,6,Michael Suyama,Sales Representative,London,UK,5.0,3,Federal Shipping
10764,2014-12-03,2014,12,4,2014-12-31,2014-12-08,5.0,145.45,39,Chartreuse verte,750 cc per bottle,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,18.0,130,0.1,2106.0,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,6,Michael Suyama,Sales Representative,London,UK,5.0,3,Federal Shipping
10765,2014-12-04,2014,12,4,2015-01-01,2014-12-09,5.0,42.74,65,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",0,21.05,80,0.1,1515.6000000000001,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,3,Janet Leverling,Sales Representative,New York,USA,8.0,3,Federal Shipping
10766,2014-12-05,2014,12,4,2015-01-02,2014-12-09,4.0,157.55,2,Chang,24 - 12 oz bottles,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",0,19.0,40,0.0,760.0,OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10766,2014-12-05,2014,12,4,2015-01-02,2014-12-09,4.0,157.55,7,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,7,Produce,Dried fruit and bean curd,0,30.0,35,0.0,1050.0,OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10766,2014-12-05,2014,12,4,2015-01-02,2014-12-09,4.0,157.55,68,Scottish Longbreads,10 boxes x 8 pieces,3,Confections,"Desserts, candies, and sweet breads",0,12.5,40,0.0,500.0,OTTIK,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,4,Margaret Peacock,Sales Representative,New York,USA,8.0,1,Speedy Express
10767,2014-12-05,2014,12,4,2015-01-02,2014-12-15,10.0,1.59,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",1,14.0,2,0.0,28.0,SUPRD,Suprêmes délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,4,Margaret Peacock,Sales Representative,New York,USA,8.0,3,Federal Shipping
10768,2014-12-08,2014,12,4,2015-01-05,2014-12-15,7.0,146.32,22,Gustaf's Knackebröd,24 - 500 g pkgs.,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",0,21.0,4,0.0,84.0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,3,Janet Leverling,Sales Representative,New York,USA,8.0,2,United Package
10768,2014-12-08,2014,12,4,2015-01-05,2014-12-15,7.0,146.32,31,Gorgonzola Telino,12 - 100 g pkgs,4,Dairy Products,Cheeses,0,12.5,50,0.0,625.0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,3,Janet Leverling,Sales Representative,New York,USA,8.0,2,United Package
